Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Burundi,BDI,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,36557,40288,42052,44662,46887,47949,42497,42854,51051,51545,..,..,..,..,..
Burundi,BDI,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,11275,12968,14141,15504,15673,18558,22512,23729,25372,25710,..,..,..,..,..
Burundi,BDI,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1617,1222,1418,1559,1899,2536,2616,2960,2817,2757,..,..,..,..,..
Burundi,BDI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,61.51349,..,..,68.37533,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.03207,0.03278,0.03802,0.04069,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,62.53201,70.22036,63.31632,66.77465,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,38.43702,38.65054,34.85044,39.41685,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,55103,43249,46742,52772,66972,86185,92001,94927,107591,120163,..,..,..,..,..
Burundi,BDI,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,337577,381041,420117,490858,583308,664243,723357,665116,674855,650269,..,..,..,..,..
Burundi,BDI,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1849861,1946371,1980846,2009800,2046794,2072408,2110429,2126173,2170884,2212532,..,..,..,..,..
Cabo Verde,CPV,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,3009,2972,2956,2955,2965,2988,2995,3016,3043,..,..,..,..,..,..
Cabo Verde,CPV,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,3522,3614,3689,3624,3728,3575,3607,3613,3460,..,..,..,..,..,..
Cabo Verde,CPV,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1093,1116,1113,1212,1251,1234,1283,1285,1435,..,..,..,..,..,..
Cabo Verde,CPV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,85.32779,..,..,86.79029,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,0.64196,1.47708,0.9977,0.931,0.94891,..,..,..,..,..,..,..
Cabo Verde,CPV,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,40.59684,..,35.53808,39.62151,33.17625,34.3758,34.93494,..,..,..,..,..,..,..
Cabo Verde,CPV,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,34.98495,..,37.27982,35.08767,33.29636,35.92558,36.61679,..,..,..,..,..,..,..
Cabo Verde,CPV,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,21632,22610,21933,22052,22144,23316,23633,23222,23433,..,..,..,..,..,..
Cabo Verde,CPV,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,61677,62222,61956,62297,59823,58657,57730,56469,53355,..,..,..,..,..,..
Cabo Verde,CPV,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,71134,69115,67903,67745,67023,65580,64326,63582,64127,..,..,..,..,..,..
Cambodia,KHM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,46905,47033,48002,47413,47691,47866,49511,50684,51490,51578,..,..,..,..,..
Cambodia,KHM,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,4121,4224,4973,5096,5795,6084,6348,6643,7580,8075,..,..,..,..,..
Cambodia,KHM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,78.05509,80.52649,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,2.96921,3.7507,4.48579,8.29648,8.39602,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,86.15235,95.81985,108.03462,155.20209,154.52853,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,73.22939,83.89521,96.72245,129.70947,140.4879,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,114958,115492,139195,145705,181649,187450,203783,228637,252743,265827,..,..,..,..,..
Cambodia,KHM,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,2272527,2224267,2194716,2224955,2128685,2178916,2105903,2111631,2147313,2163143,..,..,..,..,..
Cameroon,CMR,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,76655,78903,84467,..,93738,105388,104860,97984,93723,96546,..,..,..,..,..
Cameroon,CMR,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,65261,79943,92598,97921,106119,114601,..,..,..,..,..,..,..,..
Cameroon,CMR,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,14522,15373,17546,..,22144,25432,26704,25548,25462,27822,..,..,..,..,..
Cameroon,CMR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,71.29051,..,..,..,..,..,..,..,77.07104,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,30.50978,27.11275,27.35071,35.87941,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,267.63058,265.7744,284.0964,303.44213,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,413.16832,397.18961,412.51855,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,316722,339519,388585,..,467235,522429,555810,526947,515914,542540,..,..,..,..,..
Cameroon,CMR,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,1574451,1713452,1812849,2000076,2108279,2206878,..,..,..,..,..,..,..,..
Cameroon,CMR,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,3510396,3585173,3848611,..,4142775,4369988,4481235,4371381,4201988,4399897,..,..,..,..,..
Canada,CAN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,33052.7906,..,..,..,..,..,..,..,..,..
Canada,CAN,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,22470.35415,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,2611619,2583789,2734631,2697507,2661089,2641675,2640933,2653009,2654199,..,..,..,..,..,..
Canada,CAN,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,2168022,2153778,2182843,2206136,2249164,2303964,2318914,2364626,2407006,..,..,..,..,..,..
Caribbean small states,CSS,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,40124.33609,39271.07501,39233.33831,39819.48917,39277.42696,38892.63535,38522.29621,38406.55587,36847.97946,38285.43891,..,..,..,..,..
Caribbean small states,CSS,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,40987.03775,38930.00411,37633.39128,37937.77465,37962.62165,38072.70111,37577.3069,39210.32891,38283.57448,39461.06865,..,..,..,..,..
Caribbean small states,CSS,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,14229.25597,14839.1793,15751.22353,17176.27217,16655.32854,18604.22106,17974.32706,18606.95874,18523.95623,18724.67474,..,..,..,..,..
Caribbean small states,CSS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,90.88846,91.08869,91.10729,91.17652,91.34948,91.44356,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,237940.3651,238588.3382,243032.9279,244170.8836,231142.0008,239168.8086,223279.7659,229193.5605,228163.4415,235631.9583,..,..,..,..,..
Caribbean small states,CSS,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,616561.0371,617211.2964,600319.6612,580970.8599,574469.841,561015.462,567061.4184,553628.6167,545549.7018,546311.4239,..,..,..,..,..
Caribbean small states,CSS,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,778371,772578.0861,762224.731,750726.3644,736627.9315,731542.9724,721851.69,709950.7746,708839.4193,691467.9538,..,..,..,..,..
Cayman Islands,CYM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,330,303,303,..,..,..,..,273,..,..,..,..,..,..
Cayman Islands,CYM,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,363,626,..,..,..,..,..,317,..,..,..,..,..,..
Cayman Islands,CYM,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,591,1266,..,..,..,..,1407,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,3246,3302,3387,..,..,..,..,3476,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,3985,4033,3950,..,..,..,..,4299,..,..,..,..,..,..
Central African Republic,CAF,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,7553,7974,8267,..,..,..,9756,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1653,1886,1848,..,..,..,3433,4357,..,..,..,..,..,..,..
Central African Republic,CAF,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,478,..,..,..,..,338,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,36.75261,..,..,..,..,..,..,..,37.39582,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.54283,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,12.75451,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,5.74581,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,21163,..,..,..,..,..,12489,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,126017,125907,..,..,..,118883,137844,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,636871,648370,662317,..,..,..,813767,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,425774,397050,394887,396932,396556.4279,407843.9552,420477.5082,420031.6063,480379.2853,482699.7672,..,..,..,..,..
Central Europe and the Baltics,CEB,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,803078,818000,803567,784164,756837.8658,751590.8431,742105.0102,736074.8239,699338.8107,699312.2035,..,..,..,..,..
Central Europe and the Baltics,CEB,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,219203,233467,241303,243029.8193,248005.6721,253079.2965,254951.0783,261899.0584,266115.0656,258293.1632,..,..,..,..,..
Central Europe and the Baltics,CEB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,98.91722,98.93425,98.94539,98.95434,98.96629,98.97773,98.99103,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,3022477,3135697,3277170,3275579,3366822,3364006.521,3339863.671,3298660,3358238,3253207.2,..,..,..,..,..
Central Europe and the Baltics,CEB,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,8599326,8316816,8008284,8168669,7865953,7626223,7431888,7347827,7291400.25,7302245.444,..,..,..,..,..
Central Europe and the Baltics,CEB,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,4984701,4908890,4885121,5052524.751,5062878.909,5116400.444,5200000.773,5289611,5292234,5299884.965,..,..,..,..,..
Chad,TCD,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,27764,30813,34125,37336,43490,40872,38905,39611,43805,44691,..,..,..,..,..
Chad,TCD,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,13253,14275,15384,14683,13895,18696,19721,22042,20138,22927,..,..,..,..,..
Chad,TCD,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,605,657,543,373,..,392,442,443,591,664,..,..,..,..,..
Chad,TCD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,26.00299,22.31155,..,..,..,..,..,..,..,..
Chad,TCD,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0.78342,0.88105,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,109.14151,111.76776,127.41806,..,..,..,..,..,115.77126,..,..,..,..,..,..
Chad,TCD,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,57.94554,96.05299,56.55388,91.25509,..,..,..,..,50.306,..,..,..,..,..,..
Chad,TCD,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,21209,22347,19099,..,..,11384,14114,11237,16844,17426,..,..,..,..,..
Chad,TCD,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,430383,456548,458034,525219,508730,513248,535112,507074,511841,537388,..,..,..,..,..
Chad,TCD,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1727030,1928603,2090758,2330798,2442660,2270104,2213223,2060946,2419675,2468784,..,..,..,..,..
Channel Islands,CHI,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,66059,69191,71073,75405,78769.4336,80397.97,82980,85129.61658,88050.93,..,..,..,..,..,..
Chile,CHL,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,69434,70903,72021,74823,77576.64424,79535.81,81316,82797.06,84497,..,..,..,..,..,..
Chile,CHL,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,21075,20809,22118.12433,22965.25,23525,24272.11514,25051.8,..,..,..,..,..,..
Chile,CHL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,96.8186,96.70301,..,96.26706,..,96.87413,..,96.40228,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,1219.022,1325.1769,1700.75809,..,2186.06081,1567.62223,1529.74398,2071.50832,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,2886.56014,3341.96943,3891.24497,3682.68188,3056.84488,3046.05556,3757.09657,4184.99962,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,2959.06784,3313.2038,3977.85851,3738.84895,3448.2795,3492.08015,3889.00268,4268.54569,..,..,..,..,..,..,..
Chile,CHL,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,516183,544104,555046,586616,608860,616237,619062,616615,619608,..,..,..,..,..,..
Chile,CHL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1518224,1493033,1443554,1571374,1556372,1546323,1530162,1520724,1522145,..,..,..,..,..,..
Chile,CHL,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1546543,1520405,1503898,1472348,1469099,1477538,1493732,1514761,1540085,..,..,..,..,..,..
China,CHN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,5997393,5939088,5907896,5866510,5859672,5889014,5933119,6045682,6201651,6363952,..,..,..,..,..
China,CHN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,6417038,6431127,6550540,6229458,6211070,6234124,6219580,6266954,6359696,6474893,..,..,..,..,..
China,CHN,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,1105730,1285800,1488150,1655336,1851201,2032327,2235731,2443612,2647280,2786176,..,..,..,..,..
China,CHN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,95.12448,..,..,..,..,..,..,..,96.84089,..,..,..,..,..,..
China,CHN,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,26578141,29766695,34244456,36857624,38946903,40507145,42648284,44138630,46001393,46564204,..,..,..,..,..
China,CHN,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,99218082,97452468,95004209,94324415,88691790,86127197,83956318,83407925,84321859,86101697,..,..,..,..,..
China,CHN,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,101018623,99707841,99540477,98870818,95107117,95958037,98189335,100321027,101872977,104325244,..,..,..,..,..
Colombia,COL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,180760,178550,189335,188462,187042,184791,182919,184384,..,..,..,..,..,..,..
Colombia,COL,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,187124,200567,193087,192562,193884,181041,182714,183952,..,..,..,..,..,..,..
Colombia,COL,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,48981,51081,54603,49386,50741,..,..,..,..,..,..,..,..,..,..
Colombia,COL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,93.37233,93.58053,..,..,94.18625,94.24505,94.65385,..,95.09251,..,..,..,..,..,..
Colombia,COL,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,809.27819,906.90829,965.58403,1078.53871,997.39653,772.42051,730.42334,794.5834,793.35686,..,..,..,..,..,..
Colombia,COL,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,4975.84172,5321.88515,5667.87699,6416.46623,6281.07313,4818.06355,4556.10133,4951.92911,4863.53485,..,..,..,..,..,..
Colombia,COL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,4823.27686,5423.84499,5787.60903,6546.00909,6615.58078,4645.1968,4392.63349,5268.45866,5658.69662,..,..,..,..,..,..
Colombia,COL,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1301689,1309386,..,..,..,..,..,..,1739958,..,..,..,..,..,..
Colombia,COL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,5079732,5130778,4903462,4910024,4827962,4793963,4784912,4784846,4821029,..,..,..,..,..,..
Colombia,COL,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,5084972,4924346,4742456,4708466,4542644,4479218,4448238,4351705,4303833,..,..,..,..,..,..
Comoros,COM,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,4201,..,4322,..,..,..,6429,4428,..,..,..,..,..,..
Comoros,COM,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,7784,8150,..,..,12693,8870,..,..,..,..,..,..
Comoros,COM,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,686,534,..,..,..,..,..,..
Comoros,COM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,49.19614,..,..,..,..,..,58.81702,..,..,..,..,..,..
Comoros,COM,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,2.1126,2.05355,1.90274,2.31167,1.73911,..,..,..,..,..,..,..,..,..
Comoros,COM,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,16.25504,15.80145,14.66544,17.78111,13.42693,..,..,..,..,..,..,..,..,..
Comoros,COM,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,7.99191,7.76867,7.43566,9.01789,6.80864,..,..,..,..,..,..,..,..,..
Comoros,COM,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,..,14836,13478,..,..,13945,15175,..,..,..,..,..,..
Comoros,COM,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,67764,70234,..,..,67445,73695,..,..,..,..,..,..
Comoros,COM,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,116564,..,120186,120381,..,..,121517,124240,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,285640,296554,345486,339928,383207,414580,..,..,544039,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,218320,248591,253929,281324,300719,324324,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,8585,9775,10676,11006,12580,14543,..,..,18222,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,75.01719,..,..,..,77.04268,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,2.10669,..,..,6.93287,..,0,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,109.63362,..,..,415.09361,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,110.9433,..,..,96.77566,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,218842,244676,274189,283012,309143,338658,..,..,473734,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,3484459,3782945,3894024,3995631,4388456,4618895,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,10572422,11082501,12004804,12600876,13534625,13763196,..,..,16807014,..,..,..,..,..,..
"Congo, Rep.",COG,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,14347,15438,16527,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,18165,..,..,..,..,..,..,..,..,..,..,..,..
